"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (1,000 TO 1,999 ACRES) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","398","18.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (1,000 TO 1,999 ACRES) AND AREA HARVESTED: (100 TO 249 ACRES)","5,746","4.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (1,000 TO 1,999 ACRES) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","2,221","8.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (1,000 TO 1,999 ACRES) AND AREA HARVESTED: (250 TO 499 ACRES)","11,825","3.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (1,000 TO 1,999 ACRES) AND AREA HARVESTED: (500 OR MORE ACRES)","21,775","2.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (1.0 TO 9.9 ACRES) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","3,678","50.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (10.0 TO 49.9 ACRES) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","17,437","5.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (10.0 TO 49.9 ACRES) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","3,504","12.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (100 TO 139 ACRES) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","6,590","4.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (100 TO 139 ACRES) AND AREA HARVESTED: (100 TO 249 ACRES)","1,116","12.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (100 TO 139 ACRES) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","11,831","4.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (140 TO 179 ACRES) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","4,206","8.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (140 TO 179 ACRES) AND AREA HARVESTED: (100 TO 249 ACRES)","2,015","8.9"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (140 TO 179 ACRES) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","13,291","4.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (180 TO 219 ACRES) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","2,588","7.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (180 TO 219 ACRES) AND AREA HARVESTED: (100 TO 249 ACRES)","3,084","4.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (180 TO 219 ACRES) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","9,256","2.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (2,000 OR MORE ACRES) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","245","17.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (2,000 OR MORE ACRES) AND AREA HARVESTED: (100 TO 249 ACRES)","3,353","6.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (2,000 OR MORE ACRES) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","1,405","11.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (2,000 OR MORE ACRES) AND AREA HARVESTED: (250 TO 499 ACRES)","4,899","3.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (2,000 OR MORE ACRES) AND AREA HARVESTED: (500 OR MORE ACRES)","24,270","2.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (220 TO 259 ACRES) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","1,775","7.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (220 TO 259 ACRES) AND AREA HARVESTED: (100 TO 249 ACRES)","5,286","5.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (220 TO 259 ACRES) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","6,926","7.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (220 TO 259 ACRES) AND AREA HARVESTED: (250 TO 499 ACRES)","71","25.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (260 TO 499 ACRES) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","3,908","6.9"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (260 TO 499 ACRES) AND AREA HARVESTED: (100 TO 249 ACRES)","30,746","2.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (260 TO 499 ACRES) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","16,844","2.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (260 TO 499 ACRES) AND AREA HARVESTED: (250 TO 499 ACRES)","3,622","5.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (50.0 TO 69.9 ACRES) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","5,483","4.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (50.0 TO 69.9 ACRES) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","3,852","7.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (500 TO 999 ACRES) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","1,379","7.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (500 TO 999 ACRES) AND AREA HARVESTED: (100 TO 249 ACRES)","18,001","3.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (500 TO 999 ACRES) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","6,398","7.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (500 TO 999 ACRES) AND AREA HARVESTED: (250 TO 499 ACRES)","25,531","2.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (500 TO 999 ACRES) AND AREA HARVESTED: (500 OR MORE ACRES)","3,202","5.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (70.0 TO 99.9 ACRES) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","7,506","10.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA OPERATED AND AREA HARVESTED","AREA OPERATED: (70.0 TO 99.9 ACRES) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","9,538","4.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","3,920","10.9"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","40,879","1.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","20,867","6.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","61,615","1.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","5,564","12.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","26,842","3.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","50,186","1.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","9,509","9.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","39,177","2.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","43,475","1.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","2,767","51.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (1,000 TO 2,499 $) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","3,838","10.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (1,000 TO 2,499 $) AND AREA HARVESTED: (100 TO 249 ACRES)","13","47.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (1,000 TO 2,499 $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","67","25.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (1,000 TO 2,499 $) AND AREA HARVESTED: (500 OR MORE ACRES)","2","95.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (1,000,000 OR MORE $) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","712","10.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (1,000,000 OR MORE $) AND AREA HARVESTED: (100 TO 249 ACRES)","4,750","3.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (1,000,000 OR MORE $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","2,291","4.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (1,000,000 OR MORE $) AND AREA HARVESTED: (250 TO 499 ACRES)","6,142","2.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (1,000,000 OR MORE $) AND AREA HARVESTED: (500 OR MORE ACRES)","26,984","2.3"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (10,000 TO 24,999 $) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","13,032","6.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (10,000 TO 24,999 $) AND AREA HARVESTED: (100 TO 249 ACRES)","133","19.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (10,000 TO 24,999 $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","7,681","7.8"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (10,000 TO 24,999 $) AND AREA HARVESTED: (250 TO 499 ACRES)","19","34.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (10,000 TO 24,999 $) AND AREA HARVESTED: (500 OR MORE ACRES)","2","0.5"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (100,000 TO 249,999 $) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","4,361","4.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (100,000 TO 249,999 $) AND AREA HARVESTED: (100 TO 249 ACRES)","34,133","2.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (100,000 TO 249,999 $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","18,772","2.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (100,000 TO 249,999 $) AND AREA HARVESTED: (250 TO 499 ACRES)","4,055","5.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (100,000 TO 249,999 $) AND AREA HARVESTED: (500 OR MORE ACRES)","294","20.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (2,500 TO 4,999 $) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","5,355","12.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (2,500 TO 4,999 $) AND AREA HARVESTED: (100 TO 249 ACRES)","12","36.1"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (2,500 TO 4,999 $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","196","29.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (2,500 TO 4,999 $) AND AREA HARVESTED: (250 TO 499 ACRES)","1","0.9"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (25,000 TO 49,999 $) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","8,430","3.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (25,000 TO 49,999 $) AND AREA HARVESTED: (100 TO 249 ACRES)","848","10.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (25,000 TO 49,999 $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","17,535","5.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (25,000 TO 49,999 $) AND AREA HARVESTED: (250 TO 499 ACRES)","24","21.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (25,000 TO 49,999 $) AND AREA HARVESTED: (500 OR MORE ACRES)","5","0.4"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (250,000 TO 499,999 $) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","1,944","8.0"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (250,000 TO 499,999 $) AND AREA HARVESTED: (100 TO 249 ACRES)","16,598","2.6"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (250,000 TO 499,999 $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","6,721","6.7"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (250,000 TO 499,999 $) AND AREA HARVESTED: (250 TO 499 ACRES)","21,894","3.2"
"CENSUS","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","ECONOMIC CLASS AND AREA HARVESTED","ECONOMIC CLASS: (250,000 TO 499,999 $) AND AREA HARVESTED: (500 OR MORE ACRES)","3,029","5.5"
